game,msgs_raw,msgs_nosel,rounds,score,score_anomaly,utterances,pairs,unpaired,first_speaker,drop_reason,kept
778_282_18_9,116,84,5,24,False,57,28,1,282,,True
779_1014_448_14,136,105,5,24,False,80,40,0,448,,True
77_631_54_18,159,128,5,27,False,88,44,0,54,,True
780_190_191_47,123,91,5,29,False,71,35,1,190,,True
781_962_282_47,132,98,5,29,False,76,38,0,282,,True
782_18_410_11,107,76,5,30,False,69,34,1,18,,True
783_18_830_37,114,83,5,30,False,64,32,0,18,,True
784_282_741_12,121,87,5,29,False,65,32,1,282,,True
785_927_928_37,138,101,5,27,False,75,37,1,928,,True
786_1422_1028_12,139,109,5,30,False,88,44,0,1422,,True
787_226_18_49,117,87,5,28,False,74,37,0,18,,True
788_830_273_12,121,91,5,30,False,62,31,0,830,,True
789_281_282_36,151,119,5,25,False,75,37,1,282,,True
78_229_230_18,109,79,5,30,False,54,27,0,230,,True
790_962_927_12,121,88,5,26,False,64,32,0,962,,True
791_744_1165_39,111,81,5,30,False,56,28,0,1165,,True
792_805_806_12,132,102,5,29,False,76,38,0,805,,True
793_771_281_12,104,74,5,28,False,53,26,1,771,,True
794_1380_699_11,104,73,5,28,False,45,22,1,1380,below_floor,False
795_1330_874_11,100,70,5,26,False,52,26,0,1330,,True
796_744_281_46,104,73,5,28,False,51,25,1,744,,True
797_741_835_12,98,67,5,28,False,49,24,1,835,below_floor,False
798_700_1250_59,106,76,5,29,False,53,26,1,1250,,True
799_898_899_22,122,92,5,29,False,66,33,0,899,,True
79_229_230_57,107,77,5,30,False,57,28,1,230,,True
7_723_191_18,120,88,5,29,False,70,35,0,723,,True
800_591_592_22,137,107,5,30,False,87,43,1,591,,True
801_699_744_48,104,74,5,27,False,47,23,1,699,below_floor,False
802_744_700_54,123,92,5,27,False,67,33,1,700,,True
803_699_306_48,127,96,5,28,False,63,31,1,306,,True
804_1112_298_34,106,75,5,28,False,49,24,1,298,below_floor,False
805_592_39_34,108,78,5,30,False,53,26,1,592,,True
806_744_306_52,104,72,5,28,False,49,24,1,744,below_floor,False
807_592_699_50,97,67,5,29,False,51,25,1,592,,True
808_699_700_50,105,74,5,28,False,54,27,0,699,,True
809_306_298_50,91,60,5,28,False,41,20,1,298,below_floor,False
80_759_229_57,131,101,5,30,False,62,31,0,229,,True
810_700_306_47,102,71,5,28,False,47,23,1,306,below_floor,False
811_32_133_43,121,88,5,30,False,58,29,0,133,,True
812_19_318_58,111,81,5,28,False,59,29,1,318,,True
813_19_298_50,108,77,5,27,False,42,21,0,298,below_floor,False
814_19_133_50,110,79,5,30,False,58,29,0,133,,True
815_298_299_35,122,89,5,24,False,56,28,0,298,,True
816_161_231_54,135,105,5,30,False,84,42,0,231,,True
817_525_788_54,156,126,5,30,False,89,44,1,788,,True
818_497_298_7,107,75,5,28,False,48,24,0,298,below_floor,False
819_1170_1171_27,124,92,5,28,False,56,28,0,1170,,True
81_230_1135_57,102,68,5,30,False,50,25,0,1135,,True
820_161_497_42,118,88,5,30,False,63,31,1,497,,True
821_1374_1237_7,113,79,5,28,False,56,28,0,1237,,True
822_497_368_7,120,89,5,29,False,66,33,0,497,,True
823_745_232_22,98,68,5,28,False,51,25,1,232,,True
824_161_232_22,109,79,5,30,False,59,29,1,232,,True
825_457_927_12,121,88,5,30,False,72,36,0,927,,True
826_232_368_12,120,90,5,29,False,67,33,1,232,,True
827_33_1377_49,108,74,5,29,False,51,25,1,1377,,True
828_584_788_11,127,96,5,30,False,63,31,1,584,,True
829_33_34_12,169,129,5,28,False,84,42,0,34,,True
82_829_830_3,115,82,5,30,False,65,32,1,830,,True
830_368_1039_12,156,113,5,30,False,79,39,1,1039,,True
831_232_584_29,104,72,5,30,False,57,28,1,584,,True
832_56_57_40,152,111,5,29,False,68,34,0,57,,True
833_244_1183_40,168,134,5,28,False,91,45,1,244,,True
834_231_232_7,234,186,5,29,False,131,65,1,232,,True
835_456_374_37,154,105,5,28,False,71,35,1,374,,True
836_788_426_12,163,130,5,30,False,89,44,1,788,,True
837_39_40_34,100,69,5,28,False,43,21,1,40,below_floor,False
838_317_618_27,115,83,5,26,False,55,27,1,618,,True
839_646_1544_27,128,95,5,30,False,63,31,1,646,,True
83_229_597_20,136,106,5,30,False,66,33,0,597,,True
840_510_641_31,124,93,5,28,False,72,36,0,510,,True
841_696_482_12,112,82,5,28,False,68,34,0,696,,True
842_266_1277_6,111,81,5,30,False,55,27,1,266,,True
843_266_700_6,116,84,5,30,False,53,26,1,266,,True
844_978_854_54,112,82,5,30,False,62,31,0,854,,True
845_570_771_14,98,68,5,28,False,50,25,0,771,,True
846_270_198_14,129,98,5,29,False,82,41,0,270,,True
847_266_267_14,115,84,5,30,False,66,33,0,266,,True
848_33_336_44,117,87,5,28,False,56,28,0,336,,True
849_791_1190_16,176,146,5,29,False,95,47,1,1190,,True
84_229_829_20,101,71,5,30,False,57,28,1,829,,True
850_266_192_15,106,76,5,30,False,54,27,0,192,,True
851_1022_1546_12,143,113,5,30,False,75,37,1,1546,,True
852_547_336_43,120,86,5,30,False,58,29,0,336,,True
853_641_912_1,110,80,5,29,False,58,29,0,641,,True
854_984_413_31,93,63,5,28,False,44,22,0,413,below_floor,False
855_261_162_57,111,80,5,28,False,63,31,1,261,,True
856_547_1122_27,121,87,5,28,False,55,27,1,547,,True
857_641_723_58,99,69,5,25,False,59,29,1,723,,True
858_452_417_58,150,117,5,30,False,82,41,0,452,,True
859_659_1469_23,111,81,5,26,False,54,27,0,659,,True
85_1135_229_35,112,80,5,27,False,55,27,1,1135,,True
860_912_191_31,132,102,5,29,False,69,34,1,191,,True
861_745_641_22,109,77,5,28,False,53,26,1,641,,True
862_1461_1462_27,131,99,5,28,False,67,33,1,1462,,True
863_547_503_31,119,89,5,30,False,57,28,1,547,,True
864_1122_93_31,108,76,5,29,False,47,23,1,1122,below_floor,False
865_547_452_35,139,107,5,30,False,85,42,1,547,,True
866_33_997_52,107,75,5,28,False,49,24,1,33,below_floor,False
867_411_771_47,125,95,5,28,False,63,31,1,411,,True
868_1240_812_47,112,82,5,28,False,53,26,1,812,,True
869_299_997_54,121,83,5,27,False,60,30,0,997,,True
86_829_759_20,115,82,5,30,False,56,28,0,759,,True
870_452_812_47,143,110,5,27,False,83,41,1,812,,True
871_3_162_58,121,89,5,30,False,65,32,1,162,,True
872_771_149_33,107,76,5,28,False,52,26,0,771,,True
873_226_1097_36,144,114,5,30,False,88,44,0,226,,True
874_1265_1122_49,122,90,5,27,False,65,32,1,1122,,True
875_65_452_12,121,89,5,26,False,74,37,0,65,,True
876_376_377_56,113,83,5,30,False,64,32,0,376,,True
877_221_162_14,108,75,5,29,False,51,25,1,221,,True
878_797_960_55,114,82,5,30,False,59,29,1,797,,True
879_89_246_55,117,86,5,28,False,54,27,0,89,,True
87_229_759_25,116,84,5,27,False,59,29,1,759,,True
880_1210_745_7,93,63,5,28,False,44,22,0,745,below_floor,False
881_377_191_55,110,80,5,30,False,59,29,1,191,,True
882_376_463_55,143,110,5,28,False,68,34,0,376,,True
883_452_33_55,148,106,5,26,False,86,43,0,452,,True
884_874_875_14,135,99,5,26,False,67,33,1,874,,True
885_221_745_6,114,79,5,29,False,56,28,0,745,,True
886_1081_246_30,166,129,5,25,False,88,44,0,1081,,True
887_1470_1166_30,128,93,5,28,False,64,32,0,1166,,True
888_156_371_10,104,74,5,27,False,59,29,1,156,,True
889_376_318_10,109,79,5,30,False,64,32,0,376,,True
88_829_1135_39,98,65,5,28,False,44,22,0,829,below_floor,False
890_261_791_52,109,78,5,30,False,54,27,0,791,,True
891_657_658_32,108,77,5,24,False,54,27,0,658,,True
892_324_376_20,120,90,5,30,False,60,30,0,376,,True
893_302_562_36,115,85,5,29,False,60,30,0,562,,True
894_206_207_51,96,65,5,30,False,44,22,0,206,below_floor,False
895_510_191_1,126,96,5,30,False,70,35,0,510,,True
896_233_270_16,117,87,5,30,False,69,34,1,270,,True
897_1415_1289_13,112,80,5,27,False,55,27,1,1289,,True
898_98_539_9,119,88,5,27,False,62,31,0,98,,True
899_98_294_13,113,83,5,30,False,72,36,0,98,,True
89_759_829_23,115,82,5,30,False,55,27,1,829,,True
8_1384_1385_18,111,78,5,30,False,54,27,0,1385,,True
900_858_1169_41,115,85,5,30,False,65,32,1,858,,True
901_943_944_41,120,87,5,30,False,58,29,0,943,,True
902_98_696_41,110,79,5,29,False,65,32,1,98,,True
903_1443_1444_18,115,83,5,28,False,46,23,0,1443,below_floor,False
904_98_1079_18,113,83,5,30,False,66,33,0,98,,True
905_127_610_30,133,103,5,28,False,74,37,0,610,,True
906_98_99_58,113,82,5,30,False,58,29,0,98,,True
907_22_23_57,109,75,5,30,False,53,26,1,23,,True
908_22_1079_14,144,114,5,28,False,84,42,0,22,,True
909_969_172_2,104,73,5,28,False,55,27,1,172,,True
90_1135_1238_39,111,79,5,28,False,53,26,1,1135,,True
910_93_22_44,132,101,5,25,False,61,30,1,22,,True
911_1079_172_2,131,99,5,30,False,70,35,0,1079,,True
912_587_22_30,137,105,5,24,False,69,34,1,22,,True
913_824_172_47,106,75,5,28,False,47,23,1,824,below_floor,False
914_161_162_7,107,77,5,30,False,51,25,1,161,,True
915_92_1116_40,111,81,5,28,False,57,28,1,1116,,True
916_16_17_40,99,66,5,25,False,52,26,0,17,,True
917_1153_1154_40,62,28,5,11,False,20,10,0,1153,below_floor,False
918_543_34_46,113,75,5,28,False,58,29,0,34,,True
919_1439_383_22,112,78,5,30,False,45,22,1,383,below_floor,False
91_914_763_20,122,90,5,30,False,53,26,1,914,,True
920_501_502_22,127,94,5,28,False,74,37,0,501,,True
921_860_861_46,132,100,5,23,False,76,38,0,861,,True
922_1497_382_0,127,96,5,27,False,73,36,1,1497,,True
923_943_92_18,128,97,5,28,False,66,33,0,92,,True
924_17_1042_0,112,81,5,30,False,67,33,1,17,,True
925_318_875_32,120,89,5,30,False,64,32,0,875,,True
926_162_383_42,106,76,5,29,False,51,25,1,383,,True
927_502_943_45,142,111,5,26,False,77,38,1,943,,True
928_1497_17_13,113,81,5,30,False,66,33,0,17,,True
929_409_1425_25,119,88,5,30,False,67,33,1,409,,True
92_1037_1038_3,112,81,5,27,False,53,26,1,1038,,True
930_382_383_36,123,93,5,28,False,68,34,0,383,,True
931_861_17_21,104,72,5,29,False,57,28,1,17,,True
932_798_860_7,102,71,5,26,False,62,31,0,860,,True
933_96_97_7,111,81,5,28,False,52,26,0,96,,True
934_559_17_35,99,68,5,30,False,57,28,1,17,,True
935_502_383_23,121,90,5,30,False,71,35,1,383,,True
936_409_861_32,103,73,5,30,False,46,23,0,861,below_floor,False
937_409_97_27,104,74,5,27,False,55,27,1,409,,True
938_798_409_27,94,63,5,25,False,54,27,0,409,,True
939_632_456_43,166,136,5,28,False,89,44,1,632,,True
93_885_1431_13,138,108,5,30,False,85,42,1,1431,,True
940_711_676_17,130,98,5,30,False,64,32,0,711,,True
941_408_409_37,116,85,5,29,False,66,33,0,409,,True
942_1106_408_39,122,87,5,28,False,63,31,1,408,,True
943_258_96_39,118,87,5,29,False,55,27,1,258,,True
944_1232_1233_27,179,139,5,29,False,92,46,0,1232,,True
945_96_100_45,149,108,5,29,False,67,33,1,100,,True
946_1493_1494_45,175,142,5,28,False,97,48,1,1493,,True
947_438_798_21,102,72,5,28,False,60,30,0,438,,True
948_653_632_20,160,129,5,28,False,78,39,0,632,,True
949_52_53_20,151,119,5,30,False,81,40,1,52,,True
94_550_1238_24,130,95,5,30,False,64,32,0,1238,,True
950_797_798_14,99,68,5,28,False,57,28,1,797,,True
951_1233_797_17,107,77,5,28,False,48,24,0,797,below_floor,False
952_823_676_19,136,106,5,30,False,70,35,0,823,,True
953_418_1139_53,92,62,5,30,False,45,22,1,418,below_floor,False
954_285_492_1,152,121,5,27,False,78,39,0,492,,True
955_502_559_17,103,72,5,30,False,49,24,1,559,below_floor,False
956_550_1118_17,125,94,5,30,False,64,32,0,550,,True
957_1530_823_60,129,99,5,28,False,68,34,0,1530,,True
958_1260_1160_60,104,74,5,26,False,53,26,1,1260,,True
959_1144_1145_15,102,70,5,21,False,47,23,1,1145,below_floor,False
95_1373_1225_39,105,73,5,28,False,49,24,1,1225,below_floor,False
960_676_1118_32,115,85,5,30,False,62,31,0,1118,,True
961_150_151_48,111,78,5,28,False,54,27,0,151,,True
962_1118_267_48,127,95,5,28,False,64,32,0,267,,True
963_302_150_1,116,85,5,30,False,70,35,0,302,,True
964_743_434_54,92,62,5,27,False,39,19,1,743,below_floor,False
965_1467_760_20,117,87,5,30,False,58,29,0,760,,True
966_150_743_1,111,80,5,30,False,63,31,1,150,,True
967_434_150_12,114,84,5,29,False,56,28,0,434,,True
968_659_1101_49,130,76,5,22,False,43,21,1,659,below_floor,False
969_443_444_49,114,84,5,29,False,60,30,0,443,,True
96_391_392_58,134,104,5,30,False,76,38,0,392,,True
970_492_1118_32,130,100,5,28,False,66,33,0,492,,True
971_792_478_32,127,97,5,28,False,77,38,1,792,,True
972_1118_760_57,108,78,5,30,False,52,26,0,1118,,True
973_509_291_57,112,82,5,29,False,54,27,0,291,,True
974_539_492_13,146,116,5,28,False,96,48,0,492,,True
975_1101_792_13,109,75,5,28,False,53,26,1,1101,,True
976_150_470_32,128,98,5,26,False,71,35,1,150,,True
977_743_302_35,113,83,5,29,False,52,26,0,302,,True
978_434_380_32,118,87,5,29,False,59,29,1,380,,True
979_803_760_58,109,79,5,28,False,53,26,1,760,,True
97_915_1094_36,127,97,5,28,False,70,35,0,915,,True
980_659_509_13,132,95,5,25,False,58,29,0,509,,True
981_860_943_27,120,90,5,28,False,57,28,1,860,,True
982_394_395_19,94,64,5,27,False,51,25,1,394,,True
983_478_434_57,117,85,5,30,False,62,31,0,434,,True
984_792_803_19,107,76,5,28,False,54,27,0,803,,True
985_1364_1365_19,122,85,5,28,False,61,30,1,1364,,True
986_434_394_35,139,103,5,30,False,76,38,0,434,,True
987_478_943_19,175,129,5,30,False,83,41,1,478,,True
988_470_860_35,129,94,5,28,False,66,33,0,860,,True
989_1316_1317_21,138,105,5,30,False,73,36,1,1317,,True
98_978_849_12,123,93,5,30,False,66,33,0,849,,True
990_593_594_21,128,93,5,30,False,69,34,1,594,,True
991_803_394_21,132,99,5,30,False,61,30,1,394,,True
992_792_509_21,112,80,5,28,False,45,22,1,509,below_floor,False
993_1333_743_30,124,94,5,30,False,69,34,1,1333,,True
994_913_408_32,136,101,5,30,False,81,40,1,408,,True
995_456_875_37,114,84,5,28,False,51,25,1,875,,True
996_1193_257_18,100,67,5,30,False,55,27,1,1193,,True
997_284_220_54,111,81,5,27,False,51,25,1,284,,True
998_987_391_38,110,80,5,30,False,54,27,0,987,,True
999_1477_1478_0,106,75,5,30,False,46,23,0,1477,below_floor,False
99_1100_848_54,102,72,5,28,False,51,25,1,1100,,True
9_191_1020_18,134,103,5,29,False,76,38,0,1020,,True
